Date,Track,Race,Field,Top Pick,Bet Type,Selection,Units,Composite,GEM,Confidence,Pace,Win%,Place%,Value,Result,Notes,actual_result,actual_pl,win_bet_pl,place_bet_pl,show_bet_pl,combined_straight_pl
2026-04-12,LRL,8,7,GLOWS IN THE DARK,PLACE,GLOWS IN THE DARK,1.0,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,SHOW,GLOWS IN THE DARK,1.0,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,EXACTA_BOX,GLOWS IN THE DARK / SPENCERIAN,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,TRIFECTA_BOX,GLOWS IN THE DARK / SPENCERIAN / KILO ROAD,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,SUPERFECTA_BOX,GLOWS IN THE DARK / SPENCERIAN / KILO ROAD / SHKHARA FIRE,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,1,7,LADY PIPPA,WIN,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,PLACE,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,SHOW,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.025,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,EXACTA_BOX,LADY PIPPA / TIZNTSHELOVELY,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,TRIFECTA_BOX,LADY PIPPA / TIZNTSHELOVELY / SHE'S NOT A JOKE,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,SUPERFECTA_BOX,LADY PIPPA / TIZNTSHELOVELY / SHE'S NOT A JOKE / RANDO,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,2,9,VALESKA'S PROMISE,WIN,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,PLACE,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,SHOW,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,EXACTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,TRIFECTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED / MISS CHOCOLATTE,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,SUPERFECTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED / MISS CHOCOLATTE / BACK NINE,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,6,9,AMAZING AMANDA,WIN,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,PLACE,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.55,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,SHOW,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.15,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,EXACTA_BOX,AMAZING AMANDA / EASY KISS,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,TRIFECTA_BOX,AMAZING AMANDA / EASY KISS / BACHELOR PARTY,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,SUPERFECTA_BOX,AMAZING AMANDA / EASY KISS / BACHELOR PARTY / HELLO ANGEL,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,8,12,STEPHANIE STARFISH,WIN,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,PLACE,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,SHOW,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,EXACTA_BOX,STEPHANIE STARFISH / NGALA,0.5,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,TRIFECTA_BOX,STEPHANIE STARFISH / NGALA / WOODRUFF,0.5,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,SUPERFECTA_BOX,STEPHANIE STARFISH / NGALA / WOODRUFF / STREET PAINTER,0.5,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,1,7,DARK WIND,WIN,DARK WIND,0.5,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,1,7,DARK WIND,PLACE,DARK WIND,0.5,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,1,7,DARK WIND,SHOW,DARK WIND,0.5,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,WIN,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.05,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,1,7,DARK WIND,EXACTA_BOX,DARK WIND / CHICA MUSIC,0.25,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,1,7,DARK WIND,TRIFECTA_BOX,DARK WIND / CHICA MUSIC / BLUES CROSS,0.25,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,1,7,DARK WIND,SUPERFECTA_BOX,DARK WIND / CHICA MUSIC / BLUES CROSS / FORGET TOMORROW,0.25,16,NO,MEDIUM,SLOW,30.9%,51.3%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.1,-1.9
2026-04-12,TAM,2,7,KISSINTHELADIES,WIN,KISSINTHELADIES,1.0,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,2,7,KISSINTHELADIES,PLACE,KISSINTHELADIES,1.0,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,2,7,KISSINTHELADIES,SHOW,KISSINTHELADIES,1.0,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,2,7,KISSINTHELADIES,EXACTA_BOX,KISSINTHELADIES / JUDY CHOP,0.5,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,2,7,KISSINTHELADIES,TRIFECTA_BOX,KISSINTHELADIES / JUDY CHOP / PAMPERO,0.5,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,2,7,KISSINTHELADIES,SUPERFECTA_BOX,KISSINTHELADIES / JUDY CHOP / PAMPERO / NEOSTAR,0.5,18,YES,HIGH,SLOW,51.3%,73.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,WIN,FILLYRULES,0.5,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,PLACE,FILLYRULES,0.5,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,SHOW,FILLYRULES,0.5,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,EXACTA_BOX,FILLYRULES / EZ YOURS,0.25,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,TRIFECTA_BOX,FILLYRULES / EZ YOURS / SHE'S THAT GIRL,0.25,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,5,13,FILLYRULES,SUPERFECTA_BOX,FILLYRULES / EZ YOURS / SHE'S THAT GIRL / BLACK FLY,0.25,17,NO,MEDIUM,SLOW,32.3%,51.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R5 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,WIN,IVEY MY LOVE,0.5,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,PLACE,IVEY MY LOVE,0.5,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,SHOW,IVEY MY LOVE,0.5,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,EXACTA_BOX,IVEY MY LOVE / R SKYLINE,0.25,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,TRIFECTA_BOX,IVEY MY LOVE / R SKYLINE / MORE VINO ROSA,0.25,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,6,8,IVEY MY LOVE,SUPERFECTA_BOX,IVEY MY LOVE / R SKYLINE / MORE VINO ROSA / D ORBIE'S GIRL,0.25,16,NO,MEDIUM,SLOW,30.8%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R6 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,WIN,THREE RUN BOLT,0.5,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,PLACE,THREE RUN BOLT,0.5,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,SHOW,THREE RUN BOLT,0.5,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,EXACTA_BOX,THREE RUN BOLT / ARIANA VALENTINA,0.25,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,TRIFECTA_BOX,THREE RUN BOLT / ARIANA VALENTINA / TORTUGA ISLAND,0.25,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,TAM,8,9,THREE RUN BOLT,SUPERFECTA_BOX,THREE RUN BOLT / ARIANA VALENTINA / TORTUGA ISLAND / C C GIRL,0.25,16,NO,MEDIUM,SLOW,25.5%,44.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 TAM R8 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
